Code,Date,Open,High,Low,Close,Volume,SOX_Open,SOX_High,SOX_Low,SOX_Close
52,4/7/14,37.76,38.2,37.76,38.2,31,577.210022,582.590027,570.679993,573.909973
52,4/8/14,38.41,38.61,38.39,38.61,28,574.869995,581.900024,574.380005,581.179993
52,4/9/14,38.61,38.61,38.53,38.53,29,585.280029,588.080017,581.150024,587.719971
52,4/10/14,38.51,38.79,38.43,38.56,52,587.080017,588.450012,568.809998,569.150024
52,4/11/14,38.4,38.5,38.24,38.31,33,563.77002,571.5,559.219971,560.340027
52,4/14/14,38.31,38.33,38.31,38.33,6,564.75,567.929993,559.650024,565.02002
52,4/15/14,38.45,38.45,38.35,38.35,3,565.960022,570.48999,558.710022,569
52,4/16/14,38.99,39,38.48,38.5,10,568.380005,568.460022,559.659973,567.900024
52,4/17/14,38.99,39.19,38.37,38.58,8,571.150024,581.409973,570.849976,578.409973
52,4/18/14,38.58,39,38.58,39,56,571.150024,581.409973,570.849976,578.409973
52,4/21/14,39,39.1,38.8,39.1,23,581.72998,583.869995,576.109985,583.47998
52,4/22/14,39.2,39.3,38.91,39.3,23,583.539978,590.580017,583.539978,589.109985
52,4/23/14,39.3,39.4,39.3,39.4,25,589.299988,590.950012,586.909973,588.429993
52,4/24/14,39.5,39.5,38.8,39.07,36,590.950012,593.390015,584.109985,591.640015
52,4/25/14,39.2,39.2,39.1,39.1,2,584.559998,584.820007,571.130005,572.190002
52,4/28/14,38.2,39.09,38,39.09,30,574.869995,577.02002,560.72998,568.549988
52,4/29/14,38.63,39.39,38.63,39.39,11,571.51001,574.27002,567.780029,572.98999
52,4/30/14,39.39,39.39,38.4,38.4,3,571.669983,575.969971,570,575.969971
52,5/2/14,38.4,39.05,38.4,39.05,4,575.080017,578.140015,572.440002,575.48999
52,5/5/14,39.45,39.45,39.2,39.2,30,572.559998,577.219971,570.090027,575.940002
52,5/6/14,36.75,36.75,36.38,36.51,12,576.849976,579.130005,573.119995,573.47998
52,5/7/14,36.51,36.76,36.5,36.7,15,574.72998,575.909973,568.919983,573.98999
52,5/8/14,37.15,37.15,37.15,37.15,3,573.109985,585.799988,571.419983,577.830017
52,5/9/14,36.74,36.74,36.74,36.74,3,576.359985,577.530029,571.830017,575.969971
52,5/12/14,37.1,37.14,37.1,37.14,2,579.140015,586.98999,578.869995,586.47998
52,5/13/14,37.14,37.14,36.45,36.45,12,586.969971,588.039978,581.609985,581.880005
52,5/14/14,36.54,36.7,36.53,36.7,14,580.130005,582.130005,576.47998,576.799988
52,5/15/14,36.75,37.45,36.7,37.01,61,576.409973,576.75,565.590027,570
52,5/16/14,37.01,37.01,36.92,36.92,7,571.330017,576.719971,569.320007,576.01001
52,5/19/14,37.35,37.35,37.03,37.03,12,576.580017,583.369995,576.059998,582.049988
52,5/20/14,37.45,37.45,37.45,37.45,2,581.359985,583.52002,575.669983,578.580017
52,5/21/14,37.43,37.5,37.04,37.04,5,580.559998,583.359985,578.679993,581.809998
52,5/22/14,37.45,37.47,37.45,37.47,22,582.119995,586.539978,582.119995,584.299988
52,5/23/14,37.95,37.98,37.95,37.98,2,584.780029,590.080017,583.299988,589.909973
52,5/26/14,40.5,40.5,40.5,40.5,7,584.780029,590.080017,583.299988,589.909973
52,5/27/14,40.5,40.5,40.05,40.05,5,592.289978,597.099976,591.98999,597.080017
52,5/28/14,38.18,40,37.84,40,10,597.559998,599.130005,594.52002,597.659973
52,5/29/14,38.5,38.57,38.1,38.57,9,598.900024,601.070007,597.73999,598.960022
52,5/30/14,38.57,38.57,38.57,38.57,1,600.030029,600.679993,597.369995,599.590027
52,6/3/14,38.57,38.57,38.57,38.57,0,601.599976,608.919983,601.380005,608.429993
52,6/4/14,39.13,39.13,39.13,39.13,1,606.710022,611.820007,606.429993,611.140015
52,6/5/14,39.11,39.11,38.12,38.12,3,611,615.77002,608.76001,614.299988
52,6/6/14,38.2,38.38,38.2,38.2,14,617.01001,618.48999,615.26001,617.25
52,6/9/14,38.2,38.55,38.2,38.42,11,618.549988,621.809998,617.400024,618.440002
52,6/10/14,38.88,39.19,38.52,39.19,31,617.349976,620.460022,615.909973,620.26001
52,6/11/14,39.2,39.2,38.51,38.83,28,621.549988,625.909973,620.27002,623.47998
52,6/12/14,38.8,38.8,38.45,38.45,61,622.080017,625.47998,618.97998,621.349976
52,6/13/14,38.4,38.57,38.4,38.47,105,627.799988,629.400024,623.890015,627.48999
52,6/16/14,38.5,38.8,38.28,38.8,87,627.469971,632.169983,626.429993,630.929993
52,6/17/14,38.3,38.69,38.3,38.67,114,630.049988,636.590027,629.950012,635.5
52,6/18/14,38.67,39.1,38.67,39.1,115,636.039978,636.309998,628.25,633.200012
52,6/19/14,38.92,39.2,38.9,39.2,17,633.820007,634.039978,629.700012,633.97998
52,6/20/14,39.2,39.2,39.2,39.2,0,634.539978,635.52002,632.820007,635.419983
52,6/23/14,38.61,38.91,38.59,38.59,23,635.590027,635.960022,632.609985,633.130005
52,6/24/14,38.5,39.13,38.5,39.13,10,633.080017,637.909973,627.099976,628.5
52,6/25/14,39.18,39.18,39.18,39.18,1,626.940002,631.650024,624.280029,630.869995
52,6/26/14,39,39,39,39,6,630.049988,630.789978,623.73999,628.280029
52,6/27/14,39.4,39.5,39.4,39.5,2,627.27002,629.5,625.679993,629.27002
52,6/30/14,39.25,40,39.25,40,2,631.039978,636.450012,630.590027,635.929993
52,7/1/14,39.98,39.98,39.5,39.66,12,638.22998,647.309998,638.219971,644.710022
52,7/2/14,40,40.69,40,40.47,27,644.219971,647.320007,643.77002,645.780029
52,7/3/14,40.98,41.32,40.34,41.19,20,648.669983,651.419983,648.52002,650.549988
52,7/4/14,41.33,41.53,41.23,41.53,28,648.669983,651.419983,648.52002,650.549988
52,7/7/14,41.1,41.55,41.1,41.48,20,650.650024,651.109985,645.109985,646.099976
52,7/8/14,41.48,41.48,41.47,41.47,3,645.130005,646.169983,636.659973,642.640015
52,7/9/14,41.14,41.14,40.89,40.89,29,642.590027,647.190002,639.5,646.559998
52,7/10/14,41.28,41.28,41.02,41.08,73,636.909973,646.359985,635.159973,643.469971
52,7/11/14,41.01,41.01,40.74,40.74,2,643.929993,645.27002,641.150024,643.880005
52,7/14/14,41.65,41.65,40.89,41.09,15,647.659973,648.590027,644.429993,646.119995
52,7/15/14,41.38,41.38,41.18,41.18,8,646.51001,648.429993,638.530029,644.440002
52,7/16/14,40.87,40.87,40.87,40.87,2,650.169983,652.280029,648.119995,651.76001
52,7/17/14,39.9,40.02,39.75,40.02,130,644.440002,645.359985,634.01001,635.320007
52,7/18/14,39.33,39.99,39.33,39.92,13,637.849976,644.130005,636.109985,643.440002
52,7/21/14,39.96,40.25,39.96,39.99,9,641.869995,646.51001,641.530029,645.02002
52,7/22/14,39.99,40.53,39.99,40.53,120,647.719971,650.710022,646.349976,649.349976
52,7/24/14,40.74,40.74,40.47,40.6,10,633.75,634.710022,628.570007,629.130005
52,7/25/14,40.51,40.51,39.89,39.89,6,623.440002,623.440002,614.849976,616.650024
52,7/28/14,40.01,40.01,39.75,39.75,22,617.330017,617.390015,608.419983,616
52,7/29/14,40.25,40.3,39.17,39.59,14,617.130005,620.51001,614.429993,614.429993
52,7/30/14,39.59,39.59,39.59,39.59,1,619.869995,622.390015,616.690002,620.599976
52,7/31/14,39.25,39.25,39.03,39.03,3,612.700012,615.299988,605.099976,607.549988
52,8/1/14,38.54,41.27,38.49,41.27,5,608.080017,613.450012,604.539978,609.76001
52,8/4/14,38.53,39.87,38.53,39.29,4,610.22998,613.950012,606.530029,612.289978
52,8/5/14,39.87,39.87,38.89,38.89,4,608.98999,612.099976,603.049988,605.309998
52,8/6/14,41.55,41.55,40.9,41,4,602.72998,611.5,601.75,607.710022
52,8/7/14,41.35,41.35,38.8,38.9,11,610.609985,611.460022,597.669983,599.380005
52,8/8/14,38.18,38.23,38.15,38.2,9,601.919983,606.650024,600.27002,606.22998
52,8/11/14,38.6,39.1,38.56,39.1,9,608.77002,615.419983,608.77002,612.02002
52,8/12/14,39.05,39.05,39.05,39.05,4,610.799988,613.700012,606.299988,611.320007
52,8/13/14,39.95,39.95,39.6,39.6,3,612.609985,617.190002,612.450012,616.950012
52,8/14/14,39.6,39.6,39.6,39.6,0,617.26001,619.299988,616.299988,618.26001
52,8/15/14,39.43,39.43,39.31,39.31,2,623.900024,627.219971,617.51001,624.599976
52,8/18/14,39.17,39.17,39.17,39.17,1,625.840027,627.530029,622.73999,627.469971
52,8/19/14,39.72,40.35,39.72,40.05,72,628.159973,632.219971,628.070007,631.469971
52,8/20/14,40.05,40.05,40.05,40.05,0,631.090027,637.429993,631.080017,636.619995
52,8/21/14,40.05,40.05,40.05,40.05,0,636.119995,639.51001,635.289978,639.109985
52,8/22/14,40.05,40.05,40.05,40.05,1,639.450012,642.380005,636.969971,639.719971
52,8/25/14,40.9,40.93,40.9,40.93,2,643.140015,643.219971,636.26001,637.25
52,8/26/14,41,41.75,41,41.75,4,638.159973,639.780029,636.700012,637.549988
52,8/27/14,40.83,40.86,40.06,40.25,8,637.880005,639.030029,634.549988,638.570007
52,8/28/14,40.25,40.25,40.25,40.25,0,636.440002,640.960022,634.340027,640.48999
52,8/29/14,40.11,40.11,40.11,40.11,7,645.059998,647.159973,642.549988,645.25
52,9/1/14,40.32,40.77,40.32,40.76,4,645.059998,647.159973,642.549988,645.25
52,9/2/14,40.65,40.68,40.35,40.48,21,645.97998,646.409973,639.530029,642.530029
52,9/3/14,40.36,40.65,40.27,40.65,221,644.460022,646.669983,641.830017,644.080017
52,9/4/14,40.65,40.65,40.15,40.15,21,645.01001,650.549988,644.02002,645.719971
52,9/5/14,40.6,40.6,40.35,40.35,57,646.419983,651.280029,645.299988,651.23999
52,9/9/14,40.5,40.5,40.25,40.25,6,650.919983,653.130005,645.539978,646.48999
52,9/10/14,40.21,40.23,39.71,39.83,4,646.619995,648.02002,642.390015,646.539978
52,9/11/14,40.25,40.25,39.74,39.74,9,643.400024,648.140015,641.460022,648.140015
52,9/12/14,39.74,39.74,39.74,39.74,0,646.690002,646.840027,638.469971,639.890015
52,9/15/14,39.32,39.37,39.32,39.37,2,640.369995,641.23999,631.890015,632.23999
52,9/16/14,39.28,39.28,39.28,39.28,1,631.48999,643.859985,630.98999,643.119995
52,9/17/14,39.29,39.29,39.02,39.02,8,643.090027,651.419983,643.090027,647.830017
52,9/18/14,39.02,39.02,39.02,39.02,0,650.400024,657.409973,648.98999,657.359985
52,9/19/14,39.46,39.46,39.46,39.46,0,657.900024,659.539978,648.26001,649.539978
52,9/22/14,39.46,39.46,39.46,39.46,0,647.400024,648.450012,640.309998,641.349976
52,9/23/14,41.55,41.55,38.92,38.92,4,638.309998,644.780029,636.539978,639.849976
52,9/24/14,38.51,38.51,38.37,38.37,12,641.789978,647.900024,640.690002,647.530029
52,9/25/14,40.95,40.95,38.08,38.08,3,646.780029,647.159973,633.609985,635.419983
52,9/26/14,37.72,37.78,37.72,37.78,5,640.679993,644.969971,638.469971,643.340027
52,9/29/14,37.82,37.92,37.82,37.82,5,637.200012,646.200012,635.76001,644.22998
52,9/30/14,37.53,37.75,37.26,37.75,10,643.98999,644.559998,636.5,638.47998
52,10/1/14,38.11,38.11,38.11,38.11,1,637.580017,637.580017,621.690002,623.359985
52,10/2/14,38.11,38.11,38.04,38.04,2,621.97998,622.109985,608.119995,619.659973
52,10/3/14,38.62,38.62,38.62,38.62,2,623.169983,627.460022,619.940002,623.119995
52,10/6/14,38.85,38.85,38.85,38.85,1,624.570007,625.48999,613.820007,617.969971
52,10/7/14,38.67,38.67,38.57,38.57,8,613.969971,617.330017,606.099976,606.200012
52,10/8/14,38.45,38.45,38.45,38.45,1,606.640015,620.890015,600.650024,619.969971
52,10/9/14,38.45,38.45,38.45,38.45,0,616.919983,618.809998,602.559998,602.969971
52,10/13/14,36.46,37,36.46,36.99,4,561.969971,568.619995,549.23999,549.469971
52,10/14/14,37.05,37.05,36.92,36.92,3,559.659973,570.030029,554.820007,559.669983
52,10/15/14,37.4,37.4,36.8,36.85,27,548.599976,566.340027,545.27002,562.340027
52,10/16/14,36.85,36.85,36.85,36.85,4,553.530029,575.049988,553.340027,570.72998
52,10/17/14,37,37.78,37,37.62,4,580.690002,584.840027,573.890015,575.330017
52,10/20/14,37.87,37.87,37.87,37.87,3,574,584.789978,571.190002,584.150024
52,10/21/14,37.65,37.65,37.65,37.65,4,590.5,605.940002,590.309998,605.25
52,10/22/14,38.37,38.4,38.37,38.4,2,609.73999,611.159973,596.51001,596.929993
52,10/23/14,38.25,38.25,38.25,38.25,3,603.820007,608.880005,602.869995,605.640015
52,10/24/14,38.25,38.25,38.25,38.25,0,607.47998,613.299988,605.099976,612.049988
52,10/27/14,37.74,37.74,37.71,37.71,2,612.150024,615.590027,606.469971,614.22998
52,10/28/14,37.74,38.32,37.73,38.3,7,617.150024,623.559998,615.52002,623.460022
52,10/29/14,38.3,38.3,38.3,38.3,0,621.890015,625.869995,617.280029,624.190002
52,10/30/14,38.3,38.3,38.3,38.3,0,620.530029,622.080017,608.72998,616.960022
52,10/31/14,38.7,38.77,38.7,38.77,3,635.719971,643.780029,635.719971,640.859985
52,11/3/14,39.51,39.67,39.51,39.52,7,640.840027,648.440002,640.780029,644.77002
52,11/4/14,39.43,39.67,39.43,39.52,5,643.140015,646.580017,637.890015,642.98999
52,11/5/14,39.53,39.53,39.53,39.53,1,645.619995,649.630005,641.340027,649.039978
52,11/6/14,39.54,39.54,38.62,38.62,2,643.580017,647.01001,639.140015,643.299988
52,11/7/14,38.65,39.22,38.65,39.22,3,643.419983,644.909973,632.219971,637.47998
52,11/10/14,40.02,40.02,39.79,39.79,6,637.72998,643.159973,636.330017,642.25
52,11/11/14,39.47,40,39.47,39.95,6,641.48999,643.22998,638.280029,640.429993
52,11/12/14,39.7,39.7,39.7,39.7,1,638.590027,640.469971,636.119995,639.76001
52,11/13/14,39.9,39.9,39.9,39.9,1,642.23999,646.400024,637.679993,639.799988
52,11/14/14,39.9,39.9,39.9,39.9,3,638.599976,645.929993,635.210022,645.559998
52,11/17/14,40,40,39.75,39.75,4,642.22998,644.179993,637.299988,642.549988
52,11/18/14,39.74,39.76,39.74,39.76,4,642.320007,656.440002,642.320007,654.77002
52,11/19/14,40,40,40,40,5,654.51001,655.460022,647.150024,650.179993
52,11/20/14,40.57,40.57,40.55,40.57,17,645.919983,656.659973,644.359985,656.27002
52,11/21/14,40.57,40.57,40.57,40.57,0,661.73999,665.27002,657.940002,662.950012
52,11/24/14,41.23,41.23,41.23,41.23,1,663.900024,670.02002,663.609985,669.469971
52,11/25/14,41.04,41.04,40.84,40.84,15,671.179993,672.219971,668.359985,669.359985
52,11/26/14,40.98,40.98,40.98,40.98,2,670.049988,683.719971,670,683.47998
52,11/27/14,41.29,41.5,41.23,41.45,11,670.049988,683.719971,670,683.47998
52,11/28/14,41.41,41.43,41.41,41.43,10,685.02002,687.710022,681.349976,685.73999
52,12/1/14,41.11,41.11,41.11,41.11,2,683.97998,686.039978,674.200012,676.690002
52,12/2/14,41.11,41.11,40.88,40.88,2,675.539978,681.440002,672.880005,681.349976
52,12/3/14,40.94,41.27,40.9,41.27,11,684.099976,696.210022,684.099976,695.280029
52,12/4/14,41.68,41.68,41.64,41.64,2,696.390015,700.48999,691.900024,696.159973
52,12/5/14,41.6,41.6,41.39,41.39,2,697.169983,703.119995,696.47998,703.119995
52,12/8/14,41.28,41.28,41.28,41.28,1,700.559998,704.440002,688.51001,693
52,12/9/14,41.21,41.21,41.21,41.21,2,683.52002,694.640015,681.450012,692.840027
52,12/10/14,41.5,41.5,41.5,41.5,1,690,693.559998,678.549988,679.969971
52,12/11/14,40.8,40.8,40.8,40.8,1,683.26001,691.409973,681.52002,683.150024
52,12/12/14,41.39,41.39,41.39,41.39,1,676.859985,681.700012,671.190002,671.330017
52,12/15/14,40.2,40.21,40.2,40.21,5,676.059998,681.340027,663.369995,665.710022
52,12/16/14,40.47,40.47,40.47,40.47,1,661.719971,675.22998,660.22998,661.299988
52,12/17/14,40.12,40.12,39.48,39.48,5,662.059998,676.700012,656.659973,675.580017
52,12/18/14,39.67,39.81,39.49,39.49,322,685.719971,688.119995,681.289978,688.119995
52,12/19/14,39.68,40.7,39.68,40.7,8,688.559998,689.190002,682.900024,686.090027
52,12/22/14,40.13,41.24,40.13,41.24,4,689.450012,697.320007,688.830017,696.679993
52,12/23/14,41.25,41.38,41.14,41.14,4,699.369995,702.169983,694.969971,695.320007
52,12/24/14,41.22,41.23,41.17,41.17,26,696.75,699,695.01001,696.349976
52,12/25/14,41.23,41.3,41.17,41.3,37,696.75,699,695.01001,696.349976
52,12/26/14,41.5,41.5,41.5,41.5,1,698.059998,699.780029,695.909973,697
52,12/27/14,41.7,41.7,41.4,41.4,3,698.059998,699.780029,695.909973,697
52,12/29/14,41.71,42.33,41.71,42.3,9,696.190002,696.619995,692.429993,695.080017
52,12/30/14,42.08,42.14,41.84,42.13,72,692.320007,693.969971,690.690002,690.98999
52,12/31/14,41.95,41.95,41.95,41.95,37,693.630005,696.820007,686.5,686.869995
52,1/5/15,41.84,42,41.61,42,41,683.570007,684.840027,673.429993,673.590027
52,1/6/15,41.8,41.8,40.83,40.83,17,675.119995,675.140015,656.369995,658.830017
52,1/7/15,41.03,41.07,40.94,41.07,27,660.419983,668.219971,658.75,665.27002
52,1/8/15,41.27,42.2,41.27,42.2,8,671.809998,686.200012,671.809998,684.650024
52,1/9/15,42,42,41.67,41.67,8,685.940002,688.22998,676.820007,685.52002
52,1/12/15,41.47,41.48,41.38,41.38,16,680.919983,681.400024,668.5,671.820007
52,1/13/15,41.12,41.34,41.12,41.31,5,677.950012,685.289978,661.909973,665.580017
52,1/14/15,41.11,41.11,41.05,41.05,2,658.830017,668.330017,654.869995,661.650024
52,1/15/15,41.25,41.25,41.25,41.25,1,667.26001,670.429993,655.859985,656.51001
52,1/16/15,41.28,42,41.28,41.46,10,654.419983,664.619995,651.580017,663.859985
52,1/19/15,41.66,41.96,41.66,41.93,7,654.419983,664.619995,651.580017,663.859985
52,1/20/15,41.23,42,41.23,42,9,666.73999,673.099976,662.190002,670.570007
52,1/21/15,42.21,42.45,42.21,42.22,11,667.539978,681.200012,666.73999,678.159973
52,1/22/15,42.43,42.6,42.43,42.5,12,676.5,682.909973,664.919983,682.47998
52,1/23/15,42.71,43.29,42.71,43.05,169,679.179993,683.929993,677.059998,680.539978
52,1/26/15,43.1,43.12,43,43.12,13,677.559998,683.5,674.210022,682.390015
52,1/27/15,43.33,43.35,43.32,43.32,4,672.190002,676.210022,665.48999,669.789978
52,1/28/15,43.37,43.51,43.37,43.39,49,677.030029,684.159973,665.820007,666.070007
52,1/29/15,43.18,43.21,42.9,43.12,197,662.809998,669.02002,654.400024,666.630005
52,1/30/15,42.91,42.91,42.62,42.67,29,661.320007,667.98999,652.450012,653.140015
52,2/2/15,42.82,42.82,42.44,42.51,31,661.320007,667.98999,652.450012,653.140015
52,2/3/15,42.72,43,42.72,43,52,657.75,667.130005,656.820007,666.929993
52,2/4/15,43.21,43.41,43.21,43.32,31,664.429993,673.789978,664.299988,669.150024
52,2/5/15,43.27,43.27,43.03,43.03,2,671.77002,675.780029,668.140015,675.690002
52,2/6/15,42.9,42.9,42.82,42.82,4,676.039978,682.02002,670.02002,671.840027
52,2/9/15,42.61,42.7,42.44,42.67,49,669.51001,670.059998,662.950012,664.539978
52,2/10/15,42.47,42.47,42.14,42.14,18,672.23999,687.320007,671.140015,687.030029
52,2/11/15,42.35,43.38,42.35,43.29,40,687.219971,691.609985,684.349976,689.25
52,2/12/15,43.3,43.32,43.27,43.32,8,692.419983,700.190002,691.710022,700.190002
52,2/13/15,43.56,43.56,43.43,43.43,13,701.640015,706.940002,698.669983,705.080017
52,2/24/15,43.64,44.17,43.64,43.95,38,704.820007,716.289978,702.059998,716.119995
52,2/25/15,44.16,44.7,44.16,44.7,23,714.559998,716.059998,710.01001,711.98999
52,2/26/15,44.48,44.48,44.07,44.07,7,716.080017,718.809998,712.960022,716.669983
52,3/2/15,44.29,44.29,43.94,43.94,9,720.919983,734.530029,720.849976,734.51001
52,3/3/15,43.94,44.06,43.7,43.92,7,729.809998,730.690002,719.650024,720.26001
52,3/4/15,43.94,43.94,43.94,43.94,1,717.97998,719.919983,711.460022,719.539978
52,3/5/15,43.95,43.95,43.9,43.9,4,722.530029,724.280029,716.97998,720.25
52,3/6/15,43.89,43.89,43.89,43.89,1,717.960022,719.200012,710.630005,712.419983
52,3/9/15,43.68,43.68,43.24,43.24,11,713.320007,716.52002,711.299988,715.030029
52,3/10/15,43.09,43.09,43.09,43.09,5,709.909973,711.780029,701.280029,701.299988
52,3/11/15,43.07,43.33,43.07,43.33,3,705.039978,710.460022,702.849976,703.159973
52,3/12/15,43.12,43.68,43.12,43.68,7,695.869995,703.059998,695.830017,702.77002
52,3/13/15,43.75,43.75,43.75,43.75,1,703.309998,708.98999,700.099976,707.789978
52,3/16/15,43.54,43.54,43,43.16,7,711.869995,718.909973,711.640015,718.530029
52,3/17/15,43.37,43.69,43.37,43.46,7,712.919983,714.440002,709.080017,713.190002
52,3/18/15,43.46,43.92,43.46,43.92,7,711.77002,721.820007,703.659973,718.47998
52,3/19/15,44.13,44.24,44.13,44.24,3,717.849976,721.969971,716.570007,720.200012
52,3/20/15,44.02,44.15,43.85,44.06,37,725.919983,732.72998,724.22998,730.909973
52,3/23/15,44.16,44.16,44.16,44.16,5,730.309998,731.299988,723.950012,723.960022
52,3/24/15,44.16,44.17,43.91,43.91,4,723.830017,725.25,717.659973,717.780029
52,3/25/15,44.06,44.06,43.74,43.74,4,717.380005,717.380005,683.97998,684.72998
52,3/26/15,43.5,43.5,42.51,42.51,11,665.98999,679.77002,660.580017,675.23999
52,3/27/15,42.45,42.46,41.9,41.9,54,676.669983,697.109985,673.960022,694.320007
52,3/30/15,41.95,41.95,41.81,41.81,5,699.330017,705.27002,694.97998,703.73999
52,3/31/15,42.01,42.01,42,42.01,5,699.679993,702.47998,694.570007,695.47998
52,4/1/15,42.03,42.03,41.95,41.95,4,693.169983,694.630005,685.570007,691.190002
52,4/2/15,42.15,42.36,42.15,42.36,5,693.02002,696.27002,688.809998,689.169983
52,4/7/15,42.31,42.31,42.14,42.14,5,692.140015,698.75,691.630005,692.940002
52,4/8/15,42.13,42.13,41.71,41.71,6,692.119995,699.150024,691.380005,697.450012
52,4/9/15,41.9,41.9,41.9,41.9,1,694.549988,706.799988,694.390015,706.179993
52,4/10/15,42.26,42.26,42.1,42.15,24,706.419983,709.109985,705.380005,709.049988
52,4/13/15,42.15,42.21,42.1,42.21,6,710.570007,712.659973,703.799988,704.52002
52,4/14/15,42.04,42.04,41.82,41.82,4,704.219971,704.820007,695.080017,697.849976
52,4/15/15,41.92,41.92,41.44,41.44,20,702.22998,711.330017,702.140015,709.320007
52,4/16/15,41.64,42.19,41.64,42.19,5,703.719971,707.27002,702.780029,706.080017
52,4/17/15,42.19,42.19,41.73,41.73,7,699.570007,700.22998,692.719971,696.090027
52,4/20/15,41.53,41.53,41.24,41.44,6,699.190002,704.809998,699.179993,702.289978
52,4/21/15,41.41,41.44,41.14,41.2,16,710.559998,711.690002,704.23999,707.119995
52,4/22/15,41.4,41.6,41.4,41.56,3,712.200012,717.150024,705.929993,716.820007
52,4/23/15,41.76,42.4,41.76,42.34,9,702.130005,708.51001,700.619995,705.460022
52,4/24/15,42.55,43.3,42.55,43.26,15,704.23999,704.23999,689.570007,693.72998
52,4/27/15,43.47,43.68,43.4,43.4,9,694.780029,703.159973,693.780029,696.109985
52,4/28/15,43.61,43.61,43.23,43.23,10,696.309998,697.549988,686.530029,696.23999
52,4/29/15,43.09,43.09,42.6,42.64,7,690.570007,694.590027,685.109985,692.190002
52,4/30/15,42.41,42.41,42.3,42.3,2,690.51001,693.679993,682.140015,686.289978
52,5/4/15,42.3,42.3,42.3,42.3,0,706.48999,708.599976,701.940002,704.030029
52,5/5/15,42.09,42.09,42.03,42.03,5,699.26001,699.940002,687.73999,688.400024
52,5/6/15,41.83,41.9,41.81,41.86,4,690.900024,693.710022,682.690002,687.450012
52,5/7/15,41.75,41.75,41.75,41.75,2,690.309998,696.27002,690.22998,695.200012
52,5/8/15,41.66,41.86,41.66,41.86,4,698.98999,704.890015,698.52002,702.130005
52,5/11/15,42.06,42.07,41.45,41.45,6,700.98999,704.869995,699.390015,702.309998
52,5/12/15,41.65,41.65,41.43,41.43,2,699.200012,700.169983,692.76001,696.179993
52,5/13/15,41.63,41.9,41.63,41.9,5,698.400024,705.099976,698.150024,700.130005
52,5/14/15,41.91,41.91,41.68,41.68,2,705.200012,711.070007,702.140015,708.320007
52,5/15/15,41.69,41.69,41.45,41.45,5,710.039978,712.47998,706.25,709.52002
52,5/18/15,41.63,41.64,41.63,41.64,3,710.849976,716.940002,708.630005,716.539978
52,5/19/15,41.56,41.76,41.56,41.7,9,718.179993,721.22998,711.02002,713.390015
52,5/20/15,41.9,41.9,41.9,41.9,2,714.22998,720.219971,712.01001,714.47998
52,5/21/15,41.9,41.9,41.43,41.43,6,714.26001,719.73999,710.919983,718.440002
52,5/22/15,41.63,42,41.63,42,4,718.200012,722.809998,718.200012,720.200012
52,5/25/15,41.84,41.9,41.7,41.7,4,718.200012,722.809998,718.200012,720.200012
52,5/26/15,41.9,42.2,41.9,42.2,17,718.630005,719.539978,711.390015,714.75
52,5/27/15,41.99,42.18,41.99,42.18,30,716.960022,744.77002,716.340027,742.349976
52,5/28/15,42.39,42.52,42.39,42.52,22,743.869995,746.950012,738.330017,743.27002
52,5/29/15,42.39,42.4,42.26,42.27,19,746.049988,749.22998,742.549988,745.409973
52,6/1/15,42.06,42.06,41.85,41.85,2,748.840027,751.210022,742.030029,746.080017
52,6/2/15,41.65,41.85,41.65,41.76,3,743.409973,743.409973,736.859985,737.280029
52,6/3/15,41.73,41.73,41.73,41.73,2,741.659973,742.02002,732.26001,732.700012
52,6/4/15,41.53,41.53,40.8,40.8,5,729.330017,732.119995,724.059998,725.809998
52,6/5/15,40.6,41,40.17,40.37,10,724.890015,728.119995,719.51001,726.289978
52,6/8/15,40.22,40.22,40.22,40.22,1,725.960022,726.130005,710.700012,712.369995
52,6/9/15,40.02,40.02,39.89,40,5,712.140015,713.840027,704.830017,711.599976
52,6/10/15,39.98,40.07,39.98,40.07,4,715.359985,723.299988,714.880005,720.940002
52,6/11/15,40.17,40.17,40.13,40.13,15,722.030029,724.340027,719.880005,720.530029
52,6/12/15,40.33,40.35,40.33,40.34,16,716.169983,718.130005,713.109985,714.130005
52,6/15/15,40.24,40.24,39.99,39.99,20,706.75,713.169983,703.130005,712.630005
52,6/16/15,40.01,40.01,39.57,39.57,4,710.97998,716.419983,709.570007,715.070007
52,6/17/15,39.76,40.4,39.76,40.25,18,716.080017,717.97998,712.059998,715.190002
52,6/18/15,40.25,40.25,40.25,40.25,0,717.640015,728.570007,717.570007,725.599976
52,6/22/15,40.69,40.69,40.68,40.68,5,728.080017,729.590027,724.130005,728.219971
52,6/23/15,40.88,41,40.88,41,2,730.090027,730.570007,721.76001,723.880005
52,6/24/15,40.8,41.7,40.8,41.4,191,722.799988,724.75,716.409973,716.48999
52,6/25/15,41.6,41.8,41.6,41.6,90,718.950012,720.780029,714.090027,715.830017
52,6/26/15,41.45,45.76,41.08,45.76,205,708.140015,708.820007,695.369995,698.359985
52,6/29/15,49.46,49.46,41.19,41.56,26,684.97998,692.98999,677.5,678.070007
52,6/30/15,41.37,41.37,40.25,40.48,72,683.590027,685.719971,677.26001,680.539978
52,7/1/15,40.46,41.88,40.46,41.86,42,687.619995,690.869995,680.539978,682.130005
52,7/2/15,41.66,43.68,40.95,41.5,64,683.580017,687.23999,682.169983,685.51001
