Date,Gold(USD)_Open,Gold(USD)_High,Gold(USD)_Low,Gold(USD)_Price,Gold(USD)_Volume,NASDAQ_Open,NASDAQ_High,NASDAQ_Low,NASDAQ_Close,NASDAQ_Volume,PHLX_Open,PHLX_High,PHLX_Low,PHLX_Close,SP500_Open,SP500_High,SP500_Low,SP500_Close,SP500_Volume,USD/TWD_Open,USD/TWD_High,USD/TWD_Low,USD/TWD_Price,投信買賣超金額,外資買賣超金額,自營買賣超金額,電子期_Open,電子期_High,電子期_Low,電子期_Close,金融期_Open,金融期_High,金融期_Low,金融期_Close,台指期_Open,台指期_High,台指期_Low,台指期_Close,50_Open,50_High,50_Low,50_Close,50_Volume,50_Sign,51_Open,51_High,51_Low,51_Close,51_Volume,51_Sign,52_Open,52_High,52_Low,52_Close,52_Volume,52_Sign,53_Open,53_High,53_Low,53_Close,53_Volume,53_Sign,54_Open,54_High,54_Low,54_Close,54_Volume,54_Sign,55_Open,55_High,55_Low,55_Close,55_Volume,55_Sign,56_Open,56_High,56_Low,56_Close,56_Volume,56_Sign,57_Open,57_High,57_Low,57_Close,57_Volume,57_Sign,58_Open,58_High,58_Low,58_Close,58_Volume,58_Sign,59_Open,59_High,59_Low,59_Close,59_Volume,59_Sign,6201_Open,6201_High,6201_Low,6201_Close,6201_Volume,6201_Sign,6203_Open,6203_High,6203_Low,6203_Close,6203_Volume,6203_Sign,6204_Open,6204_High,6204_Low,6204_Close,6204_Volume,6204_Sign,6208_Open,6208_High,6208_Low,6208_Close,6208_Volume,6208_Sign,690_Open,690_High,690_Low,690_Close,690_Volume,690_Sign,692_Open,692_High,692_Low,692_Close,692_Volume,692_Sign,701_Open,701_High,701_Low,701_Close,701_Volume,701_Sign,713_Open,713_High,713_Low,713_Close,713_Volume,713_Sign
20130529,"1,391.30","1,391.30","1,391.30","1,391.30",0.0,3471.669922,3479.530029,3450.399902,3467.5200200000004,1794650000.0,463.39001500000006,468.98999000000003,462.98001100000005,467.290009,1656.569946,1656.569946,1640.050049,1648.359985,3587140000.0,29.93,30.069000000000003,29.88,29.973000000000003,66,"2,691",518,313.45,316.5,312.7,315.2,942,948,940,944.2,"8,257","8,345","8,246","8,312",57.35,57.8,57.35,57.65,"7,988",1,28.56,28.78,28.56,28.58,66,1,35.13,35.81,35.13,35.74,18,-1,24.7,24.9,24.7,24.9,105,1,19.95,20.01,19.94,20.01,11,1,12.8,12.86,12.79,12.84,"7,191",1,24.32,24.43,24.32,24.35,307,1,34.05,34.2,34.05,34.2,9,1,32.8,32.8,32.8,32.8,0,0,27.6,27.6,27.55,27.55,5,-1,11.99,12.0,11.92,12.0,24,1,28.06,28.15,28.06,28.15,2,1,41.25,41.59,41.25,41.48,684,1,32.19,32.75,32.19,32.75,17,1,,,,,,,,,,,,,,,,,,,,,,,,
20130530,"1,392.10","1,417.50","1,388.30","1,411.50",45130.0,3473.209961,3503.820068,3473.040039,3491.3000490000004,1737320000.0,469.079987,476.5,468.98001100000005,474.42999299999997,1649.140015,1661.910034,1648.609985,1654.410034,3498620000.0,29.955,30.07,29.88,29.964000000000002,-446,"-11,604","-1,121",314.8,315.05,311.3,312.3,940,941.8,930,933.2,"8,304","8,304","8,204","8,231",57.4,57.45,56.85,56.95,"8,823",-1,28.57,28.7,28.3,28.3,23,-1,35.57,35.63,35.46,35.46,5,-1,24.85,24.85,24.71,24.71,3,-1,19.89,19.91,19.89,19.9,8,-1,12.79,12.79,12.63,12.7,"1,786",-1,24.31,24.31,24.05,24.13,639,-1,33.94,33.94,33.94,33.94,5,-1,32.72,32.72,32.65,32.65,4,-1,27.43,27.43,27.43,27.43,4,-1,11.87,12.0,11.87,11.87,212,-1,28.0,28.0,28.0,28.0,19,-1,41.26,41.35,40.9,41.05,721,-1,32.72,32.72,32.47,32.47,4,-1,,,,,,,,,,,,,,,,,,,,,,,,
20130531,"1,412.40","1,421.10","1,384.20","1,392.60",6000.0,3478.219971,3500.669922,3455.8400880000004,3455.9099119999996,1968270000.0,471.73999000000003,475.619995,468.55999800000006,468.630005,1652.130005,1658.98999,1630.73999,1630.73999,4099600000.0,29.965,30.013,29.86,29.945,-245,"-6,322",-256,314.2,316.3,311.2,311.9,940.2,950,933.8,940.2,"8,277","8,342","8,226","8,242",57.5,57.7,56.8,56.95,"9,240",0,28.5,28.74,28.5,28.51,33,1,35.46,35.46,35.46,35.46,0,0,24.81,24.85,24.7,24.71,16,0,19.87,19.88,19.82,19.82,21,-1,12.81,12.86,12.69,12.71,"2,134",1,24.31,24.31,24.12,24.14,232,1,33.94,33.94,33.94,33.94,0,0,32.73,32.79,32.73,32.79,2,1,27.58,27.58,27.58,27.58,2,1,11.99,12.02,11.84,11.84,126,-1,28.0,28.05,28.0,28.0,5,0,41.51,41.51,41.0,41.04,830,-1,32.49,32.49,32.49,32.49,1,1,,,,,,,,,,,,,,,,,,,,,,,,
20130603,"1,389.10","1,416.30","1,388.30","1,411.70",1420.0,3460.76001,3465.8400880000004,3419.389893,3465.3701170000004,2054100000.0,470.64001500000006,474.119995,465.01000999999997,470.72000099999997,1631.709961,1640.420044,1622.719971,1640.420044,3952070000.0,29.955,30.015,29.87,29.916,-553,"-6,663",-17,307.9,310.8,306.0,310.45,926.8,933.4,922.2,931,"8,100","8,205","8,092","8,193",56.45,56.75,56.25,56.7,"6,538",-1,28.07,28.22,28.07,28.13,77,-1,34.93,35.03,34.89,35.03,12,-1,24.61,24.61,24.05,24.5,11,-1,19.75,19.75,19.49,19.69,17,-1,12.69,12.69,12.62,12.64,"1,868",-1,23.9,24.1,23.9,24.1,428,-1,33.12,33.26,33.12,33.25,21,-1,32.79,32.79,32.79,32.79,0,0,27.58,27.58,27.58,27.58,0,0,11.67,11.89,11.67,11.72,34,-1,28.0,28.0,28.0,28.0,0,0,40.52,40.87,40.49,40.82,"1,745",-1,32.14,32.23,32.14,32.23,6,-1,,,,,,,,,,,,,,,,,,,,,,,,
20130604,"1,410.90","1,414.10","1,389.00","1,397.10",930.0,3467.0200200000004,3482.75,3430.0200200000004,3445.26001,1871640000.0,473.10998499999994,477.579987,470.540009,472.450012,1640.72998,1646.530029,1623.619995,1631.380005,3653840000.0,29.93,29.94,29.81,29.91,-923,"-2,201","-1,375",310.95,311.4,309.05,309.7,934,934.8,923.4,924.2,"8,223","8,228","8,150","8,162",56.7,56.8,56.35,56.6,"4,243",-1,28.14,28.23,28.0,28.0,36,-1,35.32,35.32,35.32,35.32,2,1,24.5,24.5,24.31,24.33,15,-1,19.75,19.75,19.37,19.55,47,-1,12.64,12.65,12.52,12.54,"2,704",-1,24.1,24.1,23.96,23.98,396,-1,33.3,33.3,33.14,33.2,14,-1,32.53,32.53,32.35,32.35,4,-1,27.27,27.27,27.04,27.04,6,-1,11.8,11.96,11.78,11.9,11,1,28.0,28.0,27.31,27.31,3,-1,40.85,40.9,40.6,40.65,532,-1,32.15,32.15,32.15,32.15,4,-1,,,,,,,,,,,,,,,,,,,,,,,,
20130605,"1,397.50","1,410.00","1,395.60","1,398.40",1690.0,3432.850098,3446.149902,3397.9099119999996,3401.4799799999996,1813890000.0,470.55999800000006,471.73001100000005,464.75,465.290009,1629.050049,1629.310059,1607.089966,1608.900024,3632350000.0,29.9,29.925,29.72,29.826999999999998,"-1,131","-4,273",-236,308.7,311.2,308.35,308.5,920,931.8,920,924.2,"8,130","8,196","8,124","8,145",56.55,56.75,56.35,56.6,"3,459",0,28.0,28.1,28.0,28.1,28,1,35.33,35.35,35.33,35.35,2,1,24.32,24.32,24.22,24.3,33,-1,19.43,19.54,19.4,19.54,20,-1,12.53,12.63,12.5,12.54,"1,819",0,23.96,23.96,23.9,23.92,251,-1,33.12,33.17,32.96,33.1,81,-1,32.21,32.21,32.21,32.21,5,-1,27.06,27.26,27.06,27.26,10,1,11.8,11.8,11.53,11.74,138,-1,27.41,27.41,27.31,27.31,3,0,40.57,40.76,40.48,40.61,495,-1,32.21,32.21,32.21,32.21,1,1,,,,,,,,,,,,,,,,,,,,,,,,
20130606,"1,401.70","1,422.70","1,391.60","1,415.70",780.0,3404.4099119999996,3424.0500490000004,3378.23999,3424.0500490000004,1802700000.0,466.170013,468.5,460.0,464.660004,1609.290039,1622.560059,1598.22998,1622.560059,3547380000.0,29.795,29.875,29.677,29.697,"-1,424","-10,247","-1,332",306.0,308.0,304.9,306.75,918.6,926.8,918,923.4,"8,098","8,129","8,061","8,103",56.2,56.3,55.75,55.9,"15,077",-1,27.87,27.87,27.75,27.76,16,-1,34.68,34.68,34.45,34.45,5,-1,24.21,24.28,24.11,24.11,7,-1,19.31,19.31,19.21,19.29,13,-1,12.54,12.54,12.42,12.43,"2,625",-1,23.82,23.82,23.6,23.66,"1,902",-1,32.88,32.88,32.67,32.67,3,-1,31.93,31.93,31.93,31.93,5,-1,26.93,26.93,26.89,26.89,9,-1,11.7,11.72,11.62,11.67,45,-1,27.4,27.4,27.23,27.23,9,-1,40.33,40.46,40.16,40.23,919,-1,31.8,31.85,31.7,31.81,12,-1,,,,,,,,,,,,,,,,,,,,,,,,
20130607,"1,411.50","1,416.40","1,377.90","1,383.00",1160.0,3437.8400880000004,3471.7299799999996,3429.429932,3469.219971,1646810000.0,467.52999900000003,471.97000099999997,464.10000599999995,471.47000099999997,1625.27002,1644.400024,1625.27002,1643.380005,3371990000.0,29.71,29.784000000000002,29.59,29.75,-534,"-5,275","-1,767",306.05,307.1,304.2,305.8,921.6,925,918.2,922.2,"8,081","8,110","8,049","8,087",55.95,56.15,55.9,56.05,"9,058",1,27.8,27.9,27.6,27.65,27,-1,35.03,35.03,34.82,34.82,6,1,24.21,24.21,24.18,24.18,7,1,19.3,19.43,19.3,19.41,7,1,12.43,12.51,12.43,12.45,"1,764",1,23.65,23.69,23.5,23.6,"1,124",-1,32.9,32.9,32.67,32.67,16,0,32.05,32.05,32.03,32.03,6,1,27.06,27.06,26.9,26.9,11,1,11.75,11.8,11.65,11.65,112,-1,27.23,27.23,27.23,27.23,0,0,40.23,40.35,40.09,40.21,508,-1,31.94,31.95,31.8,31.95,9,1,,,,,,,,,,,,,,,,,,,,,,,,
20130610,"1,378.80","1,386.90","1,375.60","1,386.20",370.0,3475.679932,3484.8100590000004,3465.540039,3473.7700200000004,1556520000.0,471.85998499999994,474.869995,470.35000599999995,473.97000099999997,1644.670044,1648.689941,1639.26001,1642.810059,2978730000.0,29.745,29.965,29.68,29.945,-290,594,576,307.6,309.35,307.25,308.05,926.4,933.4,926.4,931.2,"8,142","8,185","8,128","8,147",56.55,56.7,56.4,56.5,"3,505",1,27.7,27.98,27.7,27.97,19,1,34.93,34.93,34.93,34.93,5,1,24.22,24.28,24.13,24.21,34,1,19.42,19.5,19.42,19.5,14,1,12.5,12.64,12.5,12.62,"7,897",1,23.9,23.9,23.73,23.78,339,1,33.14,33.14,33.14,33.14,18,1,32.26,32.26,32.26,32.26,1,1,27.09,27.22,27.09,27.22,7,1,11.8,11.8,11.75,11.76,27,1,27.3,27.4,27.21,27.21,5,-1,40.59,40.74,40.48,40.54,"1,423",1,32.11,32.16,32.11,32.16,3,1,,,,,,,,,,,,,,,,,,,,,,,,
20130611,"1,384.20","1,384.40","1,366.00","1,377.00",480.0,3436.6201170000004,3466.570068,3426.570068,3436.9499509999996,1560370000.0,468.17999299999997,470.670013,463.30999800000006,463.42999299999997,1638.640015,1640.130005,1622.920044,1626.130005,3435710000.0,29.93,30.105,29.828000000000003,29.843000000000004,-531,"-4,272",95,307.7,308.15,306.05,307.3,931.2,937.8,929.6,933.6,"8,135","8,157","8,107","8,128",56.55,56.65,56.25,56.35,"4,689",-1,27.96,27.97,27.81,27.81,14,-1,34.8,34.86,34.8,34.86,2,-1,24.2,24.3,24.05,24.06,41,-1,19.51,19.68,19.51,19.63,3,1,12.68,12.7,12.61,12.64,"1,871",1,23.8,23.8,23.6,23.61,595,-1,33.28,33.28,33.23,33.23,3,1,32.33,32.33,32.33,32.33,1,1,27.22,27.22,27.22,27.22,0,0,11.83,11.9,11.8,11.81,85,1,27.44,27.45,27.44,27.45,41,1,40.54,40.61,40.4,40.43,670,-1,32.16,32.3,32.0,32.0,10,-1,,,,,,,,,,,,,,,,,,,,,,,,
20130613,"1,386.80","1,390.90","1,373.40","1,377.60",460.0,3398.540039,3451.030029,3387.610107,3445.360107,1584740000.0,458.829987,468.079987,456.5,467.380005,1612.150024,1639.25,1608.069946,1636.359985,3378620000.0,29.845,30.116,29.82,29.845,-819,"-17,119","-1,839",304.6,304.6,298.1,298.4,926.8,928.4,918.2,918.2,"8,050","8,055","7,931","7,933",55.9,55.9,55.0,55.0,"33,023",-1,27.52,27.6,27.34,27.45,49,-1,33.9,33.9,33.89,33.89,2,-1,24.0,24.0,23.56,23.59,31,-1,19.25,19.25,19.05,19.23,6,-1,12.6,12.6,12.4,12.44,"2,344",-1,23.5,23.5,23.25,23.25,"3,102",-1,32.42,32.42,32.42,32.42,20,-1,32.33,32.33,31.53,31.53,2,-1,26.94,26.94,26.8,26.8,44,-1,11.6,11.6,11.53,11.6,50,-1,27.0,27.0,27.0,27.0,1,-1,40.08,40.08,39.59,39.59,"1,759",-1,31.0,31.55,31.0,31.37,21,-1,,,,,,,,,,,,,,,,,,,,,,,,
20130614,"1,383.90","1,389.60","1,377.80","1,387.30",90.0,3442.3100590000004,3448.399902,3419.320068,3423.5600590000004,1458030000.0,467.619995,469.630005,464.64999400000005,465.52999900000003,1635.52002,1640.800049,1623.959961,1626.72998,2939400000.0,29.87,29.995,29.79,29.85,-296,"-4,854","-2,261",300.0,300.1,296.65,297.35,923.8,924,912.6,915.4,"7,983","7,985","7,905","7,920",55.15,55.15,54.7,54.8,"18,099",-1,27.45,27.45,27.12,27.12,168,-1,33.93,34.01,33.8,33.8,11,-1,23.6,23.6,23.52,23.52,13,-1,19.15,19.15,18.95,18.95,10,-1,12.5,12.5,12.35,12.38,"2,672",-1,23.34,23.34,23.15,23.22,"1,826",-1,32.36,32.36,32.2,32.2,9,-1,31.52,31.52,31.52,31.52,2,-1,26.8,26.87,26.8,26.84,4,1,11.65,11.65,11.48,11.5,30,-1,26.93,26.93,26.89,26.92,4,-1,39.67,39.67,39.35,39.46,935,-1,31.42,31.42,31.3,31.3,7,-1,,,,,,,,,,,,,,,,,,,,,,,,
20130617,"1,390.30","1,390.50","1,380.00","1,382.80",110.0,3449.969971,3468.5600590000004,3436.3400880000004,3452.1298829999996,1581830000.0,470.60000599999995,475.329987,469.82000700000003,472.339996,1630.640015,1646.5,1630.339966,1639.040039,3137080000.0,29.835,29.951999999999998,29.8,29.892,201,"-5,709",596,297.55,299.6,297.2,298.95,917.8,926.8,917.2,925.8,"7,923","7,982","7,920","7,973",54.85,55.15,54.8,55.15,"5,347",1,27.13,27.45,27.13,27.45,40,1,33.87,33.87,33.87,33.87,1,1,23.5,23.5,23.4,23.45,21,-1,18.95,19.15,18.95,19.0,10,1,12.4,12.51,12.4,12.51,"1,788",1,23.24,23.33,23.24,23.33,647,1,32.2,32.2,32.2,32.2,0,0,31.52,31.52,31.52,31.52,0,0,26.77,26.77,26.75,26.77,26,-1,11.55,11.7,11.5,11.7,80,1,26.8,26.8,26.8,26.8,1,-1,39.55,39.73,39.5,39.71,602,1,31.33,31.33,31.33,31.33,4,1,,,,,,,,,,,,,,,,,,,,,,,,
20130618,"1,383.10","1,383.50","1,363.00","1,366.60",350.0,3456.290039,3488.3100590000004,3456.0900880000004,3482.179932,1675090000.0,473.19000199999994,480.51998899999995,473.130005,480.05999800000006,1639.77002,1654.189941,1639.77002,1651.810059,3120980000.0,29.872,29.958000000000002,29.809,29.875999999999998,-44,"-4,785",480,299.0,302.1,298.3,301.85,925,926.6,920.6,921.8,"7,971","8,011","7,937","7,994",55.15,55.4,54.85,55.4,"8,771",1,27.45,27.53,27.44,27.44,9,-1,33.93,33.93,33.93,33.93,3,1,23.48,23.7,23.48,23.53,21,1,19.05,19.1,19.04,19.1,9,1,12.51,12.52,12.43,12.48,"1,639",-1,23.35,23.4,23.24,23.39,828,1,32.45,32.47,32.45,32.46,8,1,31.54,31.54,31.54,31.54,5,1,26.66,26.66,26.63,26.63,19,-1,11.69,11.74,11.6,11.73,64,1,26.85,26.85,26.85,26.85,1,1,39.71,39.88,39.54,39.84,"1,004",1,31.38,31.59,31.35,31.59,11,1,,,,,,,,,,,,,,,,,,,,,,,,
20130619,"1,368.10","1,372.70","1,348.10","1,373.60",200.0,3483.5900880000004,3485.4499509999996,3443.1999509999996,3443.1999509999996,1649200000.0,479.76000999999997,482.05999800000006,474.35000599999995,474.51000999999997,1651.829956,1652.449951,1628.910034,1628.930054,3545060000.0,29.91,29.971,29.775,29.863000000000003,13,"-4,980",303,301.9,303.1,300.85,301.9,924,926.2,918.6,920.8,"8,005","8,038","7,987","8,019",55.5,55.5,55.15,55.3,"6,076",-1,27.48,27.66,27.48,27.65,30,1,34.21,34.21,34.21,34.21,1,1,23.61,23.74,23.58,23.74,42,1,19.07,19.07,19.07,19.07,3,-1,12.48,12.51,12.41,12.44,"1,671",-1,23.46,23.46,23.41,23.45,207,1,32.46,32.46,32.46,32.46,0,0,31.54,31.54,31.54,31.54,0,0,26.93,26.93,26.93,26.93,1,1,11.85,11.85,11.61,11.61,44,-1,26.85,26.85,26.85,26.85,0,0,39.92,40.02,39.79,39.95,921,1,31.58,31.58,31.58,31.58,2,-1,,,,,,,,,,,,,,,,,,,,,,,,
20130620,"1,348.10","1,348.10","1,275.40","1,285.90",710.0,3405.139893,3412.9399409999996,3355.929932,3364.639893,2041500000.0,468.200012,468.26000999999997,458.22000099999997,459.72000099999997,1624.619995,1624.619995,1584.319946,1588.189941,4858850000.0,29.815,30.226,29.805,30.184,-374,"-9,360",-987,290.3,292.25,288.75,289.15,900.2,908.2,899.6,907,"7,795","7,819","7,739","7,748",55.0,55.0,54.2,54.25,"25,487",-1,27.5,27.5,27.26,27.26,15,-1,33.52,33.55,33.08,33.08,138,-1,23.41,23.45,23.22,23.24,200,-1,19.0,19.0,18.99,18.99,5,-1,12.36,12.37,12.3,12.33,"2,646",-1,23.18,23.32,23.16,23.25,"1,192",-1,32.46,32.46,32.46,32.46,0,0,31.54,31.54,31.54,31.54,0,0,26.93,26.93,26.93,26.93,0,0,11.55,11.55,11.45,11.5,12,-1,26.85,26.85,26.85,26.85,0,0,39.6,39.6,39.17,39.17,"1,359",-1,31.25,31.34,31.1,31.15,45,-1,,,,,,,,,,,,,,,,,,,,,,,,
20130621,"1,280.40","1,300.00","1,268.90","1,291.60",460.0,3367.8100590000004,3377.3000490000004,3326.860107,3357.25,2921900000.0,462.14001500000006,464.329987,455.790009,460.85000599999995,1588.619995,1599.189941,1577.699951,1592.430054,5797280000.0,30.17,30.185,29.95,30.1,"-1,346","-17,181",-203,282.7,286.7,282.6,286.4,895,906.8,890.6,906,"7,600","7,680","7,589","7,658",54.1,54.1,53.25,53.6,"34,639",-1,27.0,27.19,26.72,26.87,35,-1,32.58,32.58,32.33,32.5,18,-1,23.09,23.09,22.9,22.94,14,-1,18.75,18.75,18.6,18.74,7,-1,12.2,12.34,12.16,12.34,"1,594",1,22.95,23.14,22.81,23.14,"3,143",-1,31.25,31.45,31.25,31.44,17,-1,31.39,31.39,31.39,31.39,0,-1,26.24,26.44,26.24,26.44,61,-1,11.34,11.34,11.1,11.21,69,-1,26.0,26.2,26.0,26.2,2,-1,38.49,38.81,38.4,38.78,"1,483",-1,30.5,30.65,30.5,30.6,23,-1,,,,,,,,,,,,,,,,,,,,,,,,
20130624,"1,297.30","1,297.30","1,275.70","1,276.80",320.0,3326.3798829999996,3344.659912,3294.949951,3320.76001,2030960000.0,458.049988,458.07000700000003,448.23001100000005,451.549988,1588.77002,1588.77002,1560.329956,1573.089966,4733660000.0,30.1,30.237,30.0,30.175,-676,"-17,016",-846,285.6,285.6,283.05,283.1,904.6,908.8,898.8,904.4,"7,628","7,663","7,602","7,630",53.4,53.5,53.1,53.4,"21,260",-1,26.87,27.03,26.86,26.93,18,1,32.5,32.5,32.5,32.5,0,0,22.94,22.94,22.77,22.85,52,-1,18.56,18.88,18.52,18.88,9,1,12.34,12.34,12.23,12.32,503,-1,23.07,23.12,22.88,23.04,"1,847",-1,31.15,31.18,31.15,31.18,2,-1,30.63,30.75,30.63,30.75,6,-1,26.48,26.5,26.47,26.5,6,1,11.36,11.8,10.93,11.17,507,-1,25.9,25.9,25.81,25.9,6,-1,38.55,38.73,38.42,38.61,"1,134",-1,30.52,30.6,30.47,30.58,25,-1,,,,,,,,,,,,,,,,,,,,,,,,
20130625,"1,281.30","1,286.00","1,273.20","1,274.80",950.0,3350.590088,3358.3100590000004,3327.689941,3347.889893,1657280000.0,456.799988,463.619995,455.369995,462.51000999999997,1577.52002,1593.790039,1577.089966,1588.030029,3761170000.0,30.16,30.19,30.025,30.035999999999998,-443,"-9,459","-1,064",282.95,286.35,281.75,284.15,903.8,908.6,884.6,886.8,"7,613","7,683","7,580","7,606",53.3,53.7,52.95,53.0,"19,437",-1,26.5,26.78,26.4,26.4,55,-1,32.05,32.45,31.85,32.28,56,-1,22.75,22.9,22.72,22.76,19,-1,18.75,18.75,18.44,18.65,17,-1,12.26,12.3,12.05,12.08,"1,686",-1,23.04,23.05,22.67,22.8,"3,658",-1,31.26,31.67,31.26,31.35,31,1,30.76,30.86,30.76,30.86,4,1,26.39,26.61,26.39,26.55,24,1,11.2,11.2,10.9,11.04,38,-1,25.99,25.99,25.99,25.99,1,1,38.62,38.79,38.31,38.36,"1,464",-1,30.53,30.68,30.42,30.52,18,-1,,,,,,,,,,,,,,,,,,,,,,,,
20130626,"1,273.90","1,273.90","1,228.80","1,229.60",370.0,3375.6999509999996,3383.6999509999996,3365.4799799999996,3376.219971,1671280000.0,466.80999800000006,467.200012,462.200012,464.92999299999997,1592.27002,1606.829956,1592.27002,1603.26001,3558340000.0,30.058000000000003,30.168000000000003,29.98,30.135,-111,"-2,189",-891,286.3,287.3,284.8,284.8,895.8,898.2,883.6,888,"7,650","7,689","7,609","7,637",53.6,53.8,53.3,53.7,"9,915",1,26.5,26.8,26.5,26.55,53,1,32.58,32.58,32.58,32.58,2,1,22.89,23.11,22.89,23.03,41,1,18.64,18.69,18.5,18.69,21,1,12.25,12.26,12.07,12.19,"1,788",1,22.89,23.04,22.83,22.98,"1,128",1,31.69,31.69,31.69,31.69,1,1,30.86,30.86,30.86,30.86,0,0,26.42,26.42,26.12,26.3,24,-1,11.2,11.23,10.92,11.08,143,1,26.3,26.3,26.3,26.3,1,1,38.68,38.81,38.48,38.7,"1,023",1,32.55,32.55,30.7,30.7,2,1,,,,,,,,,,,,,,,,,,,,,,,,
20130627,"1,224.70","1,241.60","1,198.30","1,211.40",530.0,3395.790039,3412.790039,3395.4099119999996,3401.860107,1689800000.0,467.880005,470.85000599999995,466.660004,466.73999000000003,1606.439941,1620.069946,1606.439941,1613.199951,3364540000.0,30.095,30.15,29.93,30.026,-105,"1,139",-324,287.15,289.0,287.15,287.3,897,903.4,892.4,899,"7,735","7,746","7,700","7,713",54.05,54.35,53.9,54.35,"22,275",1,26.66,27.17,26.66,27.14,82,1,33.19,33.43,33.19,33.43,2,1,23.24,23.39,23.24,23.39,6,1,18.81,19.0,18.81,18.99,8,1,12.2,12.33,12.18,12.33,"1,509",1,23.1,23.3,23.05,23.3,562,1,31.9,33.8,31.9,33.8,11,1,31.24,31.45,31.24,31.45,6,1,26.54,26.55,26.54,26.55,6,1,11.2,11.29,11.12,11.24,52,1,26.3,26.3,26.3,26.3,2,0,39.03,39.1,38.93,39.06,"7,868",1,30.9,30.9,30.9,30.9,1,1,,,,,,,,,,,,,,,,,,,,,,,,
20130628,"1,200.90","1,232.30","1,183.20","1,223.80",230.0,3389.3000490000004,3422.1999509999996,3382.75,3403.25,3630410000.0,464.14001500000006,471.130005,463.02999900000003,468.42999299999997,1611.119995,1615.939941,1601.060059,1606.280029,4977190000.0,30.04,30.081,29.88,29.956999999999997,-645,"6,348",-576,289.0,293.45,288.15,292.1,904.2,910.6,900.4,908.6,"7,755","7,860","7,729","7,828",54.4,55.1,54.3,55.1,"13,714",1,27.0,27.28,27.0,27.27,81,1,33.43,33.43,33.43,33.43,0,0,23.43,23.45,23.4,23.45,14,1,18.99,19.08,18.87,19.08,12,1,12.33,12.43,12.33,12.43,699,1,23.36,23.42,23.3,23.41,"1,261",1,33.8,33.8,33.8,33.8,1,0,31.45,31.45,31.45,31.45,0,0,26.76,26.76,26.76,26.76,1,1,11.25,11.29,11.25,11.27,19,1,26.3,26.3,26.3,26.3,0,0,39.34,39.99,39.23,39.99,"1,304",1,31.2,31.29,31.16,31.29,39,1,,,,,,,,,,,,,,,,,,,,,,,,
20130701,"1,234.70","1,261.00","1,234.20","1,255.90",150.0,3430.4799799999996,3454.429932,3430.3100590000004,3434.48999,1586750000.0,470.01998899999995,472.76000999999997,467.290009,467.73001100000005,1609.780029,1626.609985,1609.780029,1614.959961,3104690000.0,29.973000000000003,30.04,29.9,29.965999999999998,16,"-4,202","1,725",291.45,296.2,291.45,295.8,908.6,919.4,908.4,917,"7,818","7,916","7,811","7,903",54.8,55.7,54.8,55.6,"13,788",1,27.27,27.5,27.25,27.49,20,1,33.78,33.81,33.78,33.81,8,1,23.45,23.73,23.45,23.73,15,1,19.08,19.23,18.91,19.23,9,1,12.37,12.56,12.37,12.56,"1,491",1,23.41,23.7,23.41,23.69,"5,514",1,32.61,32.76,32.61,32.74,13,-1,31.64,31.64,31.64,31.64,0,1,27.03,27.03,27.02,27.02,2,1,11.3,11.57,11.3,11.57,50,1,26.55,26.55,26.55,26.55,0,1,39.8,40.11,39.64,39.97,"1,053",-1,31.57,31.75,31.57,31.75,13,1,,,,,,,,,,,,,,,,,,,,,,,,
20130702,"1,254.10","1,266.30","1,241.20","1,243.60",110.0,3430.6899409999996,3453.290039,3415.2299799999996,3433.399902,1685190000.0,466.880005,472.880005,465.26000999999997,468.17999299999997,1614.290039,1624.26001,1606.77002,1614.079956,3317130000.0,29.963,30.065,29.9,30.065,154,"-6,908",-54,295.95,296.8,295.45,296.55,918,919.4,914.4,917,"7,905","7,920","7,880","7,906",55.65,55.75,55.45,55.5,"4,672",-1,27.5,27.51,27.34,27.46,28,-1,33.81,33.81,33.81,33.81,0,0,23.71,23.75,23.71,23.75,8,1,19.24,19.24,19.04,19.16,54,-1,12.57,12.57,12.42,12.51,"1,215",-1,23.69,23.69,23.55,23.55,842,-1,32.6,32.86,31.96,32.52,146,-1,31.5,32.08,30.75,31.92,34,1,27.02,27.02,27.02,27.02,0,0,11.56,11.6,11.56,11.6,2,1,26.71,27.19,26.71,26.97,26,1,39.76,40.1,39.76,39.92,"1,043",-1,31.75,31.75,31.7,31.7,3,-1,,,,,,,,,,,,,,,,,,,,,,,,
